Date,PX_LAST,Change,% Change,PX_OPEN,Change,% Change,PX_HIGH,Change,% Change,PX_LOW,Change,% Change
4/2/18,23.93,3.69,18.2312253,21.67,1.43,7.065217391,25.85,5.61,27.7173913,20.92,0.68,3.359683794
3/29/18,20.24,-2.74,-11.92341166,22.38,-0.6,-2.610966057,22.51,-0.47,-2.045256745,19.85,-3.13,-13.6205396
3/28/18,22.98,0.66,2.956989247,22.75,0.43,1.926523297,24.62,2.3,10.3046595,22.29,-0.03,-0.134408602
3/27/18,22.32,1.22,5.781990521,21.09,-0.01,-0.047393365,23.96,2.86,13.55450237,20.06,-1.04,-4.928909953
3/26/18,21.1,-3.75,-15.09054326,23.16,-1.69,-6.800804829,24.41,-0.44,-1.770623742,20.68,-4.17,-16.7806841
3/23/18,24.85,1.42,6.060606061,23.08,-0.35,-1.493811353,25.9,2.47,10.54204012,21.65,-1.78,-7.597097738
3/22/18,23.43,5.61,31.48148148,20.52,2.7,15.15151515,23.79,5.97,33.5016835,19.74,1.92,10.77441077
3/21/18,17.82,-0.33,-1.818181818,18.04,-0.11,-0.606060606,18.38,0.23,1.267217631,16.42,-1.73,-9.531680441
3/20/18,18.15,-1.03,-5.370177268,19.15,-0.03,-0.15641293,19.15,-0.03,-0.15641293,18.02,-1.16,-6.047966632
3/19/18,19.18,3.75,24.30330525,16.77,1.34,8.684381076,21.62,6.19,40.11665587,16.77,1.34,8.684381076
3/16/18,15.43,-0.7,-4.339739616,15.76,-0.37,-2.293862368,15.76,-0.37,-2.293862368,14.88,-1.25,-7.749535028
3/15/18,16.13,-1.29,-7.405281286,16.91,-0.51,-2.927669346,17.19,-0.23,-1.32032147,15.57,-1.85,-10.61997704
3/14/18,17.42,0.82,4.939759036,16.61,0.01,0.060240964,17.74,1.14,6.86746988,16.46,-0.14,-0.843373494
3/13/18,16.6,0.48,2.977667494,15.89,-0.23,-1.426799007,17.12,1,6.203473945,15.78,-0.34,-2.109181141
3/12/18,16.12,0.95,6.262359921,15.9,0.73,4.812129202,16.5,1.33,8.767303889,15.63,0.46,3.032300593
3/9/18,15.17,-1.83,-10.76470588,16.4,-0.6,-3.529411765,16.46,-0.54,-3.176470588,15.01,-1.99,-11.70588235
3/8/18,17,-1,-5.555555556,17.66,-0.34,-1.888888889,17.89,-0.11,-0.611111111,16.99,-1.01,-5.611111111
3/7/18,18,-0.48,-2.597402597,19.92,1.44,7.792207792,19.97,1.49,8.062770563,17.78,-0.7,-3.787878788
3/6/18,18.48,-0.32,-1.70212766,18.53,-0.27,-1.436170213,19.58,0.78,4.14893617,18.28,-0.52,-2.765957447
3/5/18,18.8,-0.97,-4.906423875,21.24,1.47,7.435508346,21.24,1.47,7.435508346,18.31,-1.46,-7.384926657
3/2/18,19.77,-2.59,-11.58318426,24.92,2.56,11.4490161,25.76,3.4,15.20572451,19.54,-2.82,-12.6118068
3/1/18,22.36,2.73,13.90728477,20.2,0.57,2.903718798,24.84,5.21,26.54100866,19.79,0.16,0.815078961
2/28/18,19.63,0.97,5.198285102,18.26,-0.4,-2.143622722,20.16,1.5,8.038585209,17.57,-1.09,-5.841371919
2/27/18,18.66,2.74,17.21105528,16.47,0.55,3.454773869,18.92,3,18.84422111,15.91,-0.01,-0.06281407
2/26/18,15.92,-0.44,-2.689486553,16.72,0.36,2.200488998,16.89,0.53,3.239608802,15.92,-0.44,-2.689486553
2/23/18,16.36,-2.26,-12.13748657,18.92,0.3,1.611170784,18.92,0.3,1.611170784,16.35,-2.27,-12.19119227
2/22/18,18.62,-1.4,-6.993006993,19.65,-0.37,-1.848151848,19.96,-0.06,-0.2997003,18.12,-1.9,-9.490509491
2/21/18,20.02,-0.37,-1.814615007,20.19,-0.2,-0.980872977,20.24,-0.15,-0.735654733,17.24,-3.15,-15.44874939
2/20/18,20.39,0.85,4.350051177,21.24,1.7,8.700102354,21.24,1.7,8.700102354,19.61,0.07,0.358239509
2/16/18,19.54,0.21,1.086394206,19.61,0.28,1.448525608,21.06,1.73,8.949818934,17.6,-1.73,-8.949818934
2/15/18,19.33,-0.2,-1.02406554,19.1,-0.43,-2.201740911,20.78,1.25,6.400409626,18.53,-1,-5.120327701
2/14/18,19.53,-5.36,-21.53475291,23.81,-1.08,-4.339092005,23.81,-1.08,-4.339092005,19.26,-5.63,-22.61952591
2/13/18,24.89,-0.58,-2.27718885,27.12,1.65,6.478209658,27.16,1.69,6.635257165,24.52,-0.95,-3.729878288
2/12/18,25.47,-3.06,-10.72555205,28.34,-0.19,-0.66596565,29.35,0.82,2.874167543,24.3,-4.23,-14.82649842
2/9/18,28.53,-4.7,-14.14384592,31.11,-2.12,-6.37977731,39.61,6.38,19.19951851,27.95,-5.28,-15.8892567
2/8/18,33.23,6.6,24.78407811,25.12,-1.51,-5.670296658,35.28,8.65,32.48216297,24.78,-1.85,-6.947052197
2/7/18,26.63,-2.5,-8.582217645,27.89,-1.24,-4.256779952,27.89,-1.24,-4.256779952,20.68,-8.45,-29.00789564
2/6/18,29.13,-13.67,-31.93925234,42.12,-0.68,-1.588785047,45.29,2.49,5.817757009,23.86,-18.94,-44.25233645
2/5/18,42.8,25.15,142.4929178,19.5,1.85,10.4815864,42.82,25.17,142.6062323,16.99,-0.66,-3.739376771
2/2/18,17.65,3.56,25.2661462,15.01,0.92,6.529453513,18.06,3.97,28.17601136,14.56,0.47,3.335699077
2/1/18,14.09,-0.17,-1.192145863,14.71,0.45,3.155680224,14.72,0.46,3.225806452,13.21,-1.05,-7.363253857
1/31/18,14.26,-1.17,-7.582631238,15.15,-0.28,-1.814646792,15.15,-0.28,-1.814646792,14.08,-1.35,-8.74918989
1/30/18,15.43,0.95,6.560773481,15.46,0.98,6.767955801,16.11,1.63,11.25690608,14.91,0.43,2.96961326
1/29/18,14.48,2.58,21.68067227,12.84,0.94,7.899159664,14.69,2.79,23.44537815,12.83,0.93,7.81512605
1/26/18,11.9,-0.42,-3.409090909,12.42,0.1,0.811688312,12.42,0.1,0.811688312,11.88,-0.44,-3.571428571
1/25/18,12.32,0.21,1.734104046,12.32,0.21,1.734104046,12.69,0.58,4.789430223,12.16,0.05,0.412881916
1/24/18,12.11,0.51,4.396551724,11.86,0.26,2.24137931,12.76,1.16,10,11.74,0.14,1.206896552
1/23/18,11.6,0.12,1.045296167,11.63,0.15,1.306620209,11.79,0.31,2.700348432,11.35,-0.13,-1.132404181
1/22/18,11.48,0.07,0.613496933,12.07,0.66,5.784399649,12.07,0.66,5.784399649,11.26,-0.15,-1.314636284
1/19/18,11.41,-0.83,-6.781045752,12.27,0.03,0.245098039,12.59,0.35,2.859477124,11.31,-0.93,-7.598039216
1/18/18,12.24,0.49,4.170212766,12.02,0.27,2.29787234,12.58,0.83,7.063829787,11.68,-0.07,-0.595744681
1/17/18,11.75,0.2,1.731601732,12.21,0.66,5.714285714,12.6,1.05,9.090909091,11.1,-0.45,-3.896103896
1/16/18,11.55,1.4,13.79310345,10.7,0.55,5.418719212,12.38,2.23,21.97044335,10.68,0.53,5.221674877
1/12/18,10.15,0.18,1.805416249,10.17,0.2,2.006018054,10.26,0.29,2.908726179,9.89,-0.08,-0.802407222
1/11/18,9.97,-0.15,-1.482213439,10.15,0.03,0.296442688,11.68,1.56,15.41501976,9.75,-0.37,-3.656126482
1/10/18,10.12,-0.19,-1.842870999,10.68,0.37,3.588748788,10.94,0.63,6.11057226,10.11,-0.2,-1.93986421
1/9/18,10.31,0.42,4.246713852,9.97,0.08,0.808897877,10.33,0.44,4.448938322,9.81,-0.08,-0.808897877
1/8/18,9.89,0.17,1.748971193,10.15,0.43,4.423868313,10.28,0.56,5.761316872,9.73,0.01,0.102880658
1/5/18,9.72,0,0,9.85,0.13,1.33744856,10,0.28,2.880658436,9.59,-0.13,-1.33744856
1/4/18,9.72,0.04,0.41322314,9.7,0.02,0.20661157,9.97,0.29,2.995867769,9.54,-0.14,-1.446280992
1/3/18,9.68,-0.51,-5.004906771,10.16,-0.03,-0.294406281,10.16,-0.03,-0.294406281,9.49,-0.7,-6.869479882
1/2/18,10.19,-1.03,-9.180035651,11.31,0.09,0.802139037,11.31,0.09,0.802139037,10.02,-1.2,-10.69518717
12/29/17,11.22,0.78,7.471264368,10.49,0.05,0.478927203,11.25,0.81,7.75862069,10.31,-0.13,-1.245210728
12/28/17,10.44,-0.18,-1.694915254,10.7,0.08,0.753295669,10.71,0.09,0.847457627,10.28,-0.34,-3.201506591
12/27/17,10.62,0.23,2.213666987,10.46,0.07,0.673724735,10.91,0.52,5.00481232,9.95,-0.44,-4.234841193
12/26/17,10.39,0.46,4.632426989,10.64,0.71,7.150050352,10.65,0.72,7.250755287,10.29,0.36,3.625377644
12/22/17,9.93,0.33,3.4375,9.73,0.13,1.354166667,10.15,0.55,5.729166667,9.45,-0.15,-1.5625
12/21/17,9.6,0,0,9.44,-0.16,-1.666666667,9.84,0.24,2.5,9.37,-0.23,-2.395833333
12/20/17,9.6,-0.28,-2.834008097,8.86,-1.02,-10.32388664,9.71,-0.17,-1.720647773,8.82,-1.06,-10.72874494
12/19/17,9.88,0.61,6.580366775,9.36,0.09,0.970873786,10.04,0.77,8.306364617,9.36,0.09,0.970873786
12/18/17,9.27,0.32,3.575418994,9.38,0.43,4.804469274,9.65,0.7,7.82122905,8.99,0.04,0.446927374
12/15/17,8.95,-0.73,-7.541322314,9.35,-0.33,-3.409090909,9.35,-0.33,-3.409090909,8.54,-1.14,-11.7768595
12/14/17,9.68,-0.53,-5.190989226,9.43,-0.78,-7.63956905,9.91,-0.3,-2.938295788,9.08,-1.13,-11.0675808
12/13/17,10.21,0.2,1.998001998,10.13,0.12,1.198801199,10.22,0.21,2.097902098,9.84,-0.17,-1.698301698
12/12/17,10.01,0.33,3.409090909,9.83,0.15,1.549586777,10.01,0.33,3.409090909,9.73,0.05,0.516528926
12/11/17,9.68,-0.34,-3.393213573,10.35,0.33,3.293413174,10.35,0.33,3.293413174,9.66,-0.36,-3.592814371
12/8/17,10.02,-0.73,-6.790697674,10.59,-0.16,-1.488372093,10.59,-0.16,-1.488372093,10.01,-0.74,-6.88372093
12/7/17,10.75,-0.71,-6.195462478,11.65,0.19,1.657940663,11.76,0.3,2.617801047,10.71,-0.75,-6.544502618
12/6/17,11.46,-0.24,-2.051282051,11.94,0.24,2.051282051,11.96,0.26,2.222222222,11.45,-0.25,-2.136752137
12/5/17,11.7,-0.37,-3.065451533,12.04,-0.03,-0.248550124,12.04,-0.03,-0.248550124,11.11,-0.96,-7.953603977
12/4/17,12.07,0.18,1.513877208,11.59,-0.3,-2.52312868,12.19,0.3,2.52312868,10.82,-1.07,-8.999158957
12/1/17,11.89,0.35,3.032928943,11.81,0.27,2.339688042,14.82,3.28,28.42287695,11.67,0.13,1.126516464
11/30/17,11.54,0.47,4.245709124,11.14,0.07,0.632339657,12.31,1.24,11.20144535,11,-0.07,-0.632339657
11/29/17,11.07,0.58,5.52907531,10.54,0.05,0.476644423,11.24,0.75,7.149666349,10.53,0.04,0.381315539
11/28/17,10.49,-0.03,-0.285171103,10.5,-0.02,-0.190114068,10.75,0.23,2.186311787,10.31,-0.21,-1.996197719
11/27/17,10.52,0.22,2.13592233,10.82,0.52,5.048543689,10.83,0.53,5.145631068,10.48,0.18,1.747572816
11/24/17,10.3,-0.08,-0.770712909,10.56,0.18,1.734104046,10.56,0.18,1.734104046,10.27,-0.11,-1.05973025
11/22/17,10.38,0.13,1.268292683,10.22,-0.03,-0.292682927,10.41,0.16,1.56097561,9.99,-0.26,-2.536585366
11/21/17,10.25,-0.84,-7.574391344,10.93,-0.16,-1.442741208,10.93,-0.16,-1.442741208,10.2,-0.89,-8.025247971
11/20/17,11.09,-0.68,-5.77740017,11.97,0.2,1.699235344,11.97,0.2,1.699235344,10.93,-0.84,-7.136788445
11/17/17,11.77,-0.3,-2.485501243,12.08,0.01,0.082850041,12.08,0.01,0.082850041,11.59,-0.48,-3.976801988
11/16/17,12.07,-1.31,-9.790732436,12.51,-0.87,-6.502242152,12.51,-0.87,-6.502242152,11.74,-1.64,-12.25710015
11/15/17,13.38,1.36,11.31447587,13.83,1.81,15.05823627,14.65,2.63,21.88019967,12.59,0.57,4.742096506
11/14/17,12.02,0.07,0.585774059,12.43,0.48,4.016736402,13.02,1.07,8.953974895,11.94,-0.01,-0.083682008
11/13/17,11.95,0.06,0.504625736,12.56,0.67,5.634987384,12.56,0.67,5.634987384,11.53,-0.36,-3.027754415
11/10/17,11.89,0.49,4.298245614,11.88,0.48,4.210526316,12.28,0.88,7.719298246,11.55,0.15,1.315789474
11/9/17,11.4,0.72,6.741573034,11.62,0.94,8.801498127,12.85,2.17,20.31835206,11.1,0.42,3.93258427
11/8/17,10.68,-0.21,-1.928374656,11.13,0.24,2.203856749,11.2,0.31,2.846648301,10.48,-0.41,-3.764921947
11/7/17,10.89,0.5,4.812319538,10.47,0.08,0.769971126,11.22,0.83,7.988450433,10.34,-0.05,-0.481231954
11/6/17,10.39,0.25,2.465483235,10.63,0.49,4.83234714,10.63,0.49,4.83234714,10.35,0.21,2.071005917
11/3/17,10.14,-0.57,-5.322128852,10.62,-0.09,-0.840336134,10.7,-0.01,-0.093370682,10.06,-0.65,-6.069094304
11/2/17,10.71,-0.22,-2.012808783,11.05,0.12,1.0978957,11.61,0.68,6.221408966,10.56,-0.37,-3.385178408
11/1/17,10.93,0.08,0.737327189,10.61,-0.24,-2.211981567,11.1,0.25,2.304147465,10.59,-0.26,-2.396313364
10/31/17,10.85,-0.35,-3.125,10.81,-0.39,-3.482142857,11.02,-0.18,-1.607142857,10.72,-0.48,-4.285714286
10/30/17,11.2,0.73,6.972301815,11.2,0.73,6.972301815,11.51,1.04,9.933142311,10.85,0.38,3.629417383
10/27/17,10.47,-1.43,-12.01680672,11.8,-0.1,-0.840336134,11.81,-0.09,-0.756302521,10.46,-1.44,-12.10084034
10/26/17,11.9,0,0,11.93,0.03,0.25210084,12.34,0.44,3.697478992,11.57,-0.33,-2.773109244
10/25/17,11.9,0.35,3.03030303,11.76,0.21,1.818181818,13.61,2.06,17.83549784,11.69,0.14,1.212121212
10/24/17,11.55,0.13,1.138353765,11.17,-0.25,-2.189141856,11.55,0.13,1.138353765,10.98,-0.44,-3.852889667
10/23/17,11.42,1.35,13.4061569,10.61,0.54,5.362462761,11.42,1.35,13.4061569,10.42,0.35,3.475670308
10/20/17,10.07,-0.02,-0.198216056,10.23,0.14,1.387512389,10.23,0.14,1.387512389,9.72,-0.37,-3.666997027
10/19/17,10.09,0.27,2.749490835,10.84,1.02,10.38696538,10.98,1.16,11.81262729,10.05,0.23,2.342158859
10/18/17,9.82,-0.25,-2.482621648,10.14,0.07,0.695134062,10.14,0.07,0.695134062,9.69,-0.38,-3.773584906
10/17/17,10.07,0.33,3.388090349,9.76,0.02,0.205338809,10.16,0.42,4.31211499,9.72,-0.02,-0.205338809
10/16/17,9.74,0.09,0.932642487,10.02,0.37,3.834196891,10.02,0.37,3.834196891,9.71,0.06,0.621761658
10/13/17,9.65,-0.4,-3.980099502,9.88,-0.17,-1.691542289,9.95,-0.1,-0.995024876,9.62,-0.43,-4.278606965
10/12/17,10.05,0.09,0.903614458,10.13,0.17,1.706827309,10.31,0.35,3.514056225,9.9,-0.06,-0.602409639
10/11/17,9.96,-0.26,-2.544031311,10.29,0.07,0.684931507,10.43,0.21,2.054794521,9.9,-0.32,-3.13111546
10/10/17,10.22,-0.22,-2.107279693,10.43,-0.01,-0.095785441,10.68,0.24,2.298850575,10.2,-0.24,-2.298850575
10/9/17,10.44,0.59,5.989847716,10.19,0.34,3.45177665,10.57,0.72,7.30964467,10.09,0.24,2.436548223
10/6/17,9.85,0.35,3.684210526,9.71,0.21,2.210526316,10.38,0.88,9.263157895,9.68,0.18,1.894736842
10/5/17,9.5,-0.37,-3.748733536,9.9,0.03,0.303951368,9.94,0.07,0.709219858,9.5,-0.37,-3.748733536
10/4/17,9.87,0.01,0.101419878,10.14,0.28,2.839756592,10.19,0.33,3.346855984,9.87,0.01,0.101419878
10/3/17,9.86,0.11,1.128205128,9.87,0.12,1.230769231,9.98,0.23,2.358974359,9.82,0.07,0.717948718
10/2/17,9.75,0.03,0.308641975,10.21,0.49,5.041152263,10.25,0.53,5.452674897,9.73,0.01,0.102880658
9/29/17,9.72,-0.28,-2.8,10.15,0.15,1.5,10.25,0.25,2.5,9.69,-0.31,-3.1
9/28/17,10,-0.25,-2.43902439,10.5,0.25,2.43902439,10.5,0.25,2.43902439,9.99,-0.26,-2.536585366
9/27/17,10.25,-0.12,-1.157184185,10.28,-0.09,-0.867888139,10.62,0.25,2.410800386,10.09,-0.28,-2.700096432
9/26/17,10.37,-0.01,-0.096339114,10.51,0.13,1.252408478,10.76,0.38,3.66088632,10.19,-0.19,-1.83044316
9/25/17,10.38,0.72,7.453416149,10.48,0.82,8.488612836,11.23,1.57,16.25258799,10.01,0.35,3.623188406
9/22/17,9.66,0.13,1.364113326,10.09,0.56,5.876180483,10.12,0.59,6.190975866,9.6,0.07,0.73452256
9/21/17,9.53,-0.1,-1.038421599,9.77,0.14,1.453790239,10.13,0.5,5.192107996,9.51,-0.12,-1.246105919
9/20/17,9.63,-0.26,-2.628918099,9.92,0.03,0.303336704,10.45,0.56,5.662285137,9.62,-0.27,-2.730030334
9/19/17,9.89,0.04,0.406091371,9.91,0.06,0.609137056,10.07,0.22,2.233502538,9.77,-0.08,-0.812182741
9/18/17,9.85,0.08,0.818833163,10.18,0.41,4.196519959,10.21,0.44,4.503582395,9.79,0.02,0.204708291
9/15/17,9.77,-0.41,-4.027504912,10.26,0.08,0.785854617,10.26,0.08,0.785854617,9.63,-0.55,-5.402750491
9/14/17,10.18,-0.75,-6.861848124,10.52,-0.41,-3.751143641,10.52,-0.41,-3.751143641,10,-0.93,-8.508691674
9/13/17,10.93,-0.22,-1.97309417,11.25,0.1,0.896860987,11.26,0.11,0.986547085,10.84,-0.31,-2.780269058
9/12/17,11.15,-0.15,-1.327433628,11.29,-0.01,-0.088495575,11.47,0.17,1.504424779,11,-0.3,-2.654867257
9/11/17,11.3,-1.3,-10.31746032,11.68,-0.92,-7.301587302,11.68,-0.92,-7.301587302,11.16,-1.44,-11.42857143
9/8/17,12.6,0.58,4.825291181,12.59,0.57,4.742096506,12.92,0.9,7.487520799,12.33,0.31,2.579034942
9/7/17,12.02,-0.1,-0.825082508,12.06,-0.06,-0.495049505,12.48,0.36,2.97029703,11.95,-0.17,-1.402640264
9/6/17,12.12,-0.65,-5.090054816,12.71,-0.06,-0.469851214,12.95,0.18,1.409553641,11.94,-0.83,-6.499608457
9/5/17,12.77,1.76,15.98546776,12.36,1.35,12.26158038,14.27,3.26,29.60944596,12.15,1.14,10.35422343
9/1/17,11.01,-0.33,-2.91005291,11.17,-0.17,-1.499118166,11.34,0,0,10.97,-0.37,-3.262786596
8/31/17,11.34,-0.67,-5.57868443,11.83,-0.18,-1.498751041,11.83,-0.18,-1.498751041,11.24,-0.77,-6.411323897
8/30/17,12.01,-0.18,-1.47662018,12.36,0.17,1.394585726,12.5,0.31,2.543068089,11.77,-0.42,-3.445447088
8/29/17,12.19,0.23,1.923076923,14.18,2.22,18.56187291,14.19,2.23,18.64548495,12.15,0.19,1.588628763
8/28/17,11.96,0.17,1.441899915,11.97,0.18,1.526717557,12.46,0.67,5.682782019,11.89,0.1,0.848176421
8/25/17,11.79,-0.83,-6.576862124,12.48,-0.14,-1.109350238,12.48,-0.14,-1.109350238,11.64,-0.98,-7.765451664
8/24/17,12.62,0.03,0.238284353,12.25,-0.34,-2.700555997,13.11,0.52,4.130262113,12.07,-0.52,-4.130262113
8/23/17,12.59,0.92,7.883461868,12.75,1.08,9.254498715,12.75,1.08,9.254498715,12.08,0.41,3.513281919
8/22/17,11.67,-1.73,-12.91044776,13.08,-0.32,-2.388059701,13.09,-0.31,-2.313432836,11.67,-1.73,-12.91044776
8/21/17,13.4,-1,-6.944444444,14.73,0.33,2.291666667,14.73,0.33,2.291666667,13.34,-1.06,-7.361111111
8/18/17,14.4,-1.1,-7.096774194,15.56,0.06,0.387096774,16.05,0.55,3.548387097,13.59,-1.91,-12.32258065
8/17/17,15.5,3.8,32.47863248,12.45,0.75,6.41025641,15.69,3.99,34.1025641,12.01,0.31,2.64957265
8/16/17,11.7,-0.41,-3.385631709,12.24,0.13,1.073492981,12.4,0.29,2.394715111,11.3,-0.81,-6.688687036
8/15/17,12.11,-0.34,-2.730923695,12.17,-0.28,-2.248995984,12.43,-0.02,-0.16064257,11.91,-0.54,-4.337349398
8/14/17,12.45,-3.15,-20.19230769,13.87,-1.73,-11.08974359,13.87,-1.73,-11.08974359,12.27,-3.33,-21.34615385
8/11/17,15.6,-0.72,-4.411764706,15.79,-0.53,-3.24754902,16.63,0.31,1.899509804,14.73,-1.59,-9.742647059
8/10/17,16.32,4.6,39.24914676,13.49,1.77,15.10238908,16.32,4.6,39.24914676,13.33,1.61,13.73720137
8/9/17,11.72,-0.36,-2.98013245,12.65,0.57,4.718543046,12.99,0.91,7.533112583,11.72,-0.36,-2.98013245
8/8/17,12.08,1.53,14.50236967,10.75,0.2,1.895734597,12.58,2.03,19.24170616,10.67,0.12,1.137440758
8/7/17,10.55,-0.04,-0.377714825,11.57,0.98,9.25401322,11.57,0.98,9.25401322,10.52,-0.07,-0.661000944
8/4/17,10.59,-0.24,-2.216066482,10.71,-0.12,-1.108033241,10.71,-0.12,-1.108033241,10.36,-0.47,-4.339796861
8/3/17,10.83,0.31,2.946768061,10.68,0.16,1.520912548,10.87,0.35,3.326996198,10.44,-0.08,-0.760456274
8/2/17,10.52,0.06,0.573613767,10.44,-0.02,-0.191204589,11.03,0.57,5.449330784,10.35,-0.11,-1.051625239
8/1/17,10.46,-0.18,-1.691729323,10.67,0.03,0.281954887,10.89,0.25,2.34962406,10.36,-0.28,-2.631578947
7/31/17,10.64,0.01,0.094073377,11.01,0.38,3.574788335,11.1,0.47,4.42144873,10.64,0.01,0.094073377
7/28/17,10.63,0.01,0.094161959,11.16,0.54,5.084745763,11.43,0.81,7.627118644,10.6,-0.02,-0.188323917
7/27/17,10.62,0.82,8.367346939,9.71,-0.09,-0.918367347,11.77,1.97,20.10204082,9.56,-0.24,-2.448979592
7/26/17,9.8,0.11,1.135190918,9.75,0.06,0.619195046,9.88,0.19,1.960784314,9.58,-0.11,-1.135190918
7/25/17,9.69,0.05,0.518672199,9.51,-0.13,-1.348547718,9.78,0.14,1.452282158,9.4,-0.24,-2.489626556
7/24/17,9.64,0.33,3.544575725,10.02,0.71,7.626208378,10.07,0.76,8.163265306,9.55,0.24,2.577873255
7/21/17,9.31,-0.18,-1.896733404,9.8,0.31,3.266596417,9.9,0.41,4.320337197,9.26,-0.23,-2.423603793
7/20/17,9.49,-0.11,-1.145833333,9.72,0.12,1.25,10.15,0.55,5.729166667,9.48,-0.12,-1.25
7/19/17,9.6,-0.15,-1.538461538,9.71,-0.04,-0.41025641,9.72,-0.03,-0.307692308,9.45,-0.3,-3.076923077
7/18/17,9.75,0.02,0.205549846,10.13,0.4,4.110996917,10.21,0.48,4.9331963,9.69,-0.04,-0.411099692
7/17/17,9.73,-0.03,-0.307377049,10.01,0.25,2.56147541,10.01,0.25,2.56147541,9.67,-0.09,-0.922131148
7/14/17,9.76,-0.4,-3.937007874,10.24,0.08,0.787401575,10.3,0.14,1.377952756,9.72,-0.44,-4.330708661
7/13/17,10.16,-0.31,-2.960840497,10.56,0.09,0.859598854,10.56,0.09,0.859598854,10.15,-0.32,-3.05635148
7/12/17,10.47,-0.68,-6.098654709,10.72,-0.43,-3.856502242,10.74,-0.41,-3.677130045,10.37,-0.78,-6.995515695
7/11/17,11.15,-0.11,-0.976909414,11.36,0.1,0.888099467,12.17,0.91,8.081705151,11.09,-0.17,-1.509769094
7/10/17,11.26,-0.1,-0.88028169,11.9,0.54,4.753521127,11.9,0.54,4.753521127,10.98,-0.38,-3.345070423
7/7/17,11.36,-1.21,-9.626093874,12.33,-0.24,-1.909307876,12.33,-0.24,-1.909307876,11.27,-1.3,-10.34208433
7/6/17,12.57,1.26,11.14058355,12.1,0.79,6.984969054,12.92,1.61,14.2351901,11.84,0.53,4.686118479
7/5/17,11.31,-0.17,-1.480836237,11.37,-0.11,-0.958188153,12.17,0.69,6.010452962,11.04,-0.44,-3.832752613
7/3/17,11.48,0.13,1.145374449,11.04,-0.31,-2.731277533,11.56,0.21,1.850220264,10.68,-0.67,-5.9030837
6/30/17,11.35,-0.3,-2.575107296,11.41,-0.24,-2.060085837,11.72,0.07,0.600858369,10.81,-0.84,-7.210300429
6/29/17,11.65,1.59,15.80516899,10.27,0.21,2.087475149,15.05,4.99,49.60238569,10.25,0.19,1.888667992
6/28/17,10.06,-1.09,-9.775784753,10.74,-0.41,-3.677130045,10.91,-0.24,-2.152466368,9.91,-1.24,-11.12107623
6/27/17,11.15,1.33,13.54378819,10.17,0.35,3.564154786,11.32,1.5,15.27494908,9.87,0.05,0.509164969
6/26/17,9.82,-0.16,-1.603206413,10.12,0.14,1.402805611,10.39,0.41,4.108216433,9.71,-0.27,-2.705410822
6/23/17,9.98,-0.33,-3.200775946,10.34,0.03,0.290979631,10.56,0.25,2.424830262,9.83,-0.48,-4.655674103
6/22/17,10.31,-0.27,-2.551984877,10.73,0.15,1.417769376,10.87,0.29,2.741020794,10.11,-0.47,-4.442344045
6/21/17,10.58,-0.09,-0.84348641,10.68,0.01,0.093720712,10.95,0.28,2.624179944,10.36,-0.31,-2.905342081
6/20/17,10.67,0.57,5.643564356,10.38,0.28,2.772277228,10.91,0.81,8.01980198,10.28,0.18,1.782178218
6/19/17,10.1,-0.19,-1.846452867,10.43,0.14,1.360544218,10.43,0.14,1.360544218,9.89,-0.4,-3.887269193
6/16/17,10.29,-0.56,-5.161290323,10.5,-0.35,-3.225806452,10.92,0.07,0.64516129,10.15,-0.7,-6.451612903
6/15/17,10.85,-0.23,-2.075812274,11.76,0.68,6.137184116,11.76,0.68,6.137184116,10.65,-0.43,-3.880866426
6/14/17,11.08,0.19,1.744719927,11.01,0.12,1.101928375,11.56,0.67,6.152433425,10.81,-0.08,-0.734618916
6/13/17,10.89,-0.9,-7.633587786,11.35,-0.44,-3.731976251,11.35,-0.44,-3.731976251,10.79,-1,-8.481764207
6/12/17,11.79,0.51,4.521276596,11.98,0.7,6.205673759,12.53,1.25,11.08156028,11.78,0.5,4.432624113
6/9/17,11.28,0.38,3.486238532,10.68,-0.22,-2.018348624,12.55,1.65,15.13761468,10.17,-0.73,-6.697247706
6/8/17,10.9,-0.38,-3.368794326,11.13,-0.15,-1.329787234,11.35,0.07,0.620567376,10.65,-0.63,-5.585106383
6/7/17,11.28,-0.14,-1.22591944,11.47,0.05,0.437828371,11.84,0.42,3.677758319,11.25,-0.17,-1.488616462
6/6/17,11.42,0.35,3.161698284,11.41,0.34,3.071364047,11.59,0.52,4.697380307,11.19,0.12,1.08401084
6/5/17,11.07,0.41,3.846153846,10.99,0.33,3.095684803,11.09,0.43,4.033771107,10.63,-0.03,-0.281425891
6/2/17,10.66,0.03,0.282220132,10.78,0.15,1.411100659,10.95,0.32,3.010348071,10.51,-0.12,-1.128880527
6/1/17,10.63,-0.28,-2.566452796,10.87,-0.04,-0.366636114,10.98,0.07,0.641613199,10.6,-0.31,-2.841429881
5/31/17,10.91,-0.07,-0.637522769,10.91,-0.07,-0.637522769,11.6,0.62,5.646630237,10.9,-0.08,-0.72859745
5/30/17,10.98,0.5,4.770992366,11.39,0.91,8.683206107,11.41,0.93,8.874045802,10.89,0.41,3.91221374
5/26/17,10.48,-0.03,-0.285442436,10.8,0.29,2.759276879,10.81,0.3,2.854424358,10.38,-0.13,-1.236917222
